name_1,name_2,is_duplicate
jx nippon oil gas exploration corporation,jx nippon oil gas exploration qatar limited,1
bridgestone brasil industria comercio ltda,bridgestone group,1
bridgestone americas tire,bridgestone hosepower,1
alibesa,andaluza ligante bituminosos y betunes s.a .,1
fenner usa,fenner dunlop toledo,1
bridgestone india automotive products private .,bridgestone tire,1
manish agencies,teamplay enterprises c.c,0
sika,sirad igueh dimbil,0
soprema blonie,soprema sas,1
omv plants,p.r.industrie produits routiers industrie,0
soprema castellbisbal,zeon corporation,0
contitech australia pty .,contitech usa .,1
zeon csc corporation,zeon corporation tse:4205,1
sumitomo rubber usa,sumitomo rubber usa 10 sheridan,1
nenad trade,guangzhou lien jen trade .,0
shenzhen trend industry .,henkel ltda,0
insumos para invernaderos mexico,dachser mexico s.a . c.v .,0
sumitomo rubber north america .,sumitomo rubber usa,1
port alliance logistics,global trade logistics mexico s. r.l . c.v .,0
manfield jiangxi plastic products .,wld,0
sika china .,sika lanka pvt .,1
shenzhen hastech .,dalmia resin adhesive,0
jindal saw .,d.s,0
basf .,basf india,1
lakeview,mti,0
direct imp . exp . . shippi,hands pvt . .,0
soprema iberia,soprema s.a.s .,1
bridgestone americas tire,bridgestone neumaticos,1
industrias alimenticias fabp s.a .,bpm .,0
ooo braas - dsk 1,ooo braas - dsk 1,1
damco distribution services .,intl construction material,0
tiantai huang teng imp . exp . . .,mti,0
bitumtec totalerg,bitumtec srl,1
bridgestone tire,bridgestone firestone mexico cv,1
sumitomo industrias pesadas brasil ltda,sumitomo rubber usa,1
ooo k'iu ekspress,ooo k'iu ekspress,1
bridgestone huizhou tire .,bridgestone tire,1
global wear,global alliance corp . .,0
aplix s.a .,soprema iberia,0
bridgestone canada .,bridgestone group,1
insa,ganinath machinary store parts,0
michelin research development center shanghai .,michelin tyre plc,1
petro . canada,petro - canada energy north sea limited,1
asix corporation,vasin .,0
streamline sports,mitre sports,0
petro - canada holdings bv,petro - canada energy north sea limited,1
bridgestone india automotive products private .,bridgestone tire,1
soprema s.r.l .,soprema s.a.s .,1
r1 americas . 2,ford motor michigan,0
petro - canada denmark gmbh,petro - canada energy north sea limited,1
vikas polymers .,andhra polymers p. .,0
bostik india private .,crocs india private .,0
sumitomo rubber usa,sumitomo rubber brasil ltda,1
selena fm s.a .,ooo selena vostok,1
michelin north america .,michelin americas research,1
canary agro chemicals pvt . .,w.a .,0
michelin india private .,sociedade michelin participacoes indust e comercio l,1
intl logistics .,cj logistics usa . corp .,0
rubber pty .,guorong qingyuan rubber industry .,0
jast srl,majestic associates,0
unipac shipping .,translink shipping canada .,0
edumex cv,nishikawa cooper mexico cv,0
contitech india private .,contitech chile s.a .,1
alpha adhesives sealants limited,valley asphalt,0
b,maruti bitumen pvt . .,0
calzaturificio franceschetti s.r.l .,perretti petroli s.p.a .,0
exxonmobil chemical americas po box 4549 houston,exxonmobil chemical americas,1
andhra polymers pvt . .,bhiwadi polymers .,0
sumitomo rubber north america .,sumitomo rubber changshu .,1
sumitomo rubber industriesusa,sumitomo rubber usa,1
icobandas,univd michoacana sn n hidalg,0
sumitomo rubber industriesusa,sumitomo rubber(hunan .,1
bridgestone hosepower,bridgestone india pvt . .,1
pt kewalram indonesia jl,eni jr286 .,0
ekta,tanques y tapas industriales limitada indutanpas ltda,0
total france arnay le duc,total petrochemicals france,1
capris s.a .,madhura enterprises,0
deboer schoten,soprema castellbisbal,0
s.r .,aipuke exact chemicals suzhou .,0
leiyang city chengchang rubber .,ecolan rubber .,0
ineos styrolution india .,ineos styrolution brasil polimeros ltda,1
s.r .,yes logistics corp .,0
nad s c v,hayward,0
pantos logistics canada .,alc logistics ltda,0
sika supply center ag,ooo zika,1
bulmarket dm .,khiminvest grupp ooo,0
basf corp .,basf bangladesh .,1
soprema polska sp . z o.o .,soprema castellbisbal,1
forwarding minfer logistics,ce logistica ltda,0
bit - mat products indiana .,colas,0
lotos asfalt,lotos asfalt sp . z o.o .,1
titron logistics shanghai)co . .,v v logistics,0
dws,amjid sports,0
bridgestone ncr,warren plant bato bridgestone,1
ineos styrolution america,ineos usa,1
s k,atlanta .,0
eneos globe corporation,eneos globe energy .,1
automotive performance material apm,automotive performance material,1
arvind industrials,crown belting,0
dupont korea .,e.i.dupont nemours .,1
zam zam enterprises,ashok enterprises,0
k flex usa,flex sol,1
daewoo america corp .,daewoo corp .,1
d s,sardar shoes accessories,0
bridgestone group,bridgestone americas tire,1
pt elangperdana tyre industry,deon tapes pvt . .,0
kenda rubber china .,kenda farben india pvt . .,1
yokohama tyre,yokohama mfg .,1
yokohama india pvt . .,yokohama americas,1
especialidades quimicas colombia compania limitada,mendospan pty .,0
dow chemical pacific,lg chemical .,0
basf construction chemicals ua,basf,1
binne sohn gmbh kg,binne sohn gmbh kg dachbaustoffwerk,1
auto .,chang da rubber industrial .,0
rieter india pvt . .,intl container terminal,0
ravago distribution,ravago . hk,1
bridgestone tire,bridgestone mexico s.a . c.v .,1
v.d .,dgx dependable global express,0
contitech chile,contitech mexicana cv,1
arlanxeo group,arlanxeo singapore pte . lt,1
bridgestone tire,bridgestone china research development .,1
dynasol,dynasol elastomeros s.a.u,1
p.l .,wind logistics,0
union chemical private .,centro industrial s,0
garriga paper .,s.a.m,0
bridgestone neumaticos,bridgestone americas tire,1
bridgestone stargard sp zoo,bridgestone neumaticos monterreysa cv,1
arlanxeo usa,arlanxeo,1
isoliererzeugnisse grossrohrsdorf gmbh,lev termoplasticos ltda,0
chanda,nishat chunian .,0
onur taahhut,onur taahhut tasimacilik ve ticaret sti,1
basf,basf corp .,1
"ooo""olimp","ooo""olimp",1
lopan,lodhia steel .,0
bridgestone india,bridgestone canada .,1
e care .,deluxe sales corporation,0
jsr tradig .,jsr corporation,1
croslene chemical industries(shanghai .,itc .,0
damco canada .,damco sea air,0
everlast transportation .,ge transportation parts,0
sumitomo rubber usa 10 sheridan,sumitomo rubber usa,1
eurybia logistics .,qingdao jiatu logistics .,0
soprema s.a.s .,soprema soprema sas,1
rosneft deutschland,soprema grobbendonk,0
manhattan rubber plastic mfg . corp,c.j.intl,0
thai bridgestone .,bridgestone india,1
basf turk kimya san.ve tic ltd.sti,basf turk kimya san . ve tic.sti,1
abb .,zhongshan city xiongkai plastics rubbers electric industrial .,0
divyanshi aviation services pvt . .,cargo services .,0
max gen .,al azani trding stores,0
mountaineering instruments corp,t.a . corporation pvt . .,0
wurfbain polymer b.v .,nam polymers .,0
contitech antriebssysteme gmb h,contitech chile s.a .,1
pangeo hunan .,union chemical private .,0
bridgestone india automotive,bridgestone tire,1
didax educational resources,mti,0
u z enterprise,agarwal enterprises,0
alpha adhesives sealants,copernit spa,0
sika kimia sdn . bhd .,sika mexicana s.a . c.v .,1
sino coat,365 incorprated,0
ace ag,hemisphere freight services,0
hempro a.d . belex hmbg,nizhnekamskneftekhim,0
bridgestone(shenyang tire .,thai bridgestone .,1
chin tung chemical,sys chemicals .,0
bridgestone tire,bridgestone firestone argentina saic,1
bridgestone firestone argentina saic,bridgestone india,1
arlanxeo corp .,ktn underwood arlanxeo usa,1
nknh,orzel spolka akcyjna,0
nimsetha sports pvt .,jsd sports pvt .,0
randall e comercio,kesoram .,0
puma energy espana,puma energy b.v,1
manitou bf,ooo manitu vostok,1
ecu nv,cable crafts motion controls .,0
abrasive,w.a .,0
exxonmobil chemical americas po box 4549 houston,exxonmobil quimica ltda,1
brenntag chile comercial e industrial ltda,brenntag chile comercial e ind,1
syndicate plastic,guangzhou panyu lian sheng plastic .,0
jetone sdn bhd,eriks services lp,0
jsr bst elastomer,.,1
soprema iberia s.l .,soprema nv,1
idex chemical sdn bhd,topwell chemical,0
pt sika indonesia,sika china .,1
pt bridgestone tire indonesia,bridgestone tire,1
reliance bally india private .,reliance .,1
contitech usa .,contitech chile,1
bridgestone india automotive products private .,bridgestone india,1
kildair services,kildair service .,1
english riding supply .,s r,0
posco daewoo america corp .,fc daewoo textile,1
basf pakistan private .,basf,1
shenyang bridgestone,bridgestone group,1
g.b.sports,gcb cv,0
soprema polska sp z o o,soprema castellbisbal,1
dupont teijin films,dupont nutrition usa inc.c o ceva,1
giltec lda,itecpa s.a .,0
wet sports cc,mitre sports .,0
bridgestone neumaticos monterreysa cv,bridgestone(shenyang tire .,1
oun corporation,dongguan kaiying .,0
soprema blonie,soprema polska sp . z o.o .,1
arlanxeo corp .,arlanxeo singapore pte . .,1
bridgestone china research development .,bridgestone india,1
owens corning,owens corning sales,1
nordenia deutschland osterburken gmbh,mondi osterburken gmbh,1
sika s a.,sika,1
lopan,excel polymer,0
eastman shanghai chemical commercial .,ray chemicals pvt . .,0
s v synthetics,rymar synthetic grass,0
kmc electronics private .,itc .,0
gymap compound sas,gymap sas,1
basf corporation,basf india,1
reliance brands,reliance spg mills .,1
dsi,continental india .,0
wintersteiger ag,ooo vintershtaiger,1
gabbor industria e comercio borrachas ltda,usa .,0
reliance retail .,ryohin keikaku reliance india private .,1
al bilal,shanghai mimaki .,0
3 ds traders,china shipbuilding heavy industry trade group northwest .,0
xpress industrial s r.l . c.v .,high st industrial .,0
basf corp .,basf chile s.a .,1
bridgestone neumaticos,bridgestone ncr,1
hebei oasis machinery equipment,qnergy .,0
izobit hempro,hempro a.d . belex hmbg,1
arlanxeo brasil,arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,1
khalid saeed ba zaidan trade .est,khl,0
sk materials mexicana,sayer lack mexicana cv,0
wesco distribution mexico cv,bmw mexico s.a . c.v .,0
pt bridgestone tire indonesia,bridgestone ncr,1
mll,mallard creek polymers .,0
pantos north america .,inoac group north america,0
itc .,council scientific industrial research,0
d s,smithfield packaged meats sales cor,0
ace plastics,x tract global logistics cv,0
hical technologies private .,hira technologies pvt . .,0
pigipada ou,pigipada limited liability company,1
shoney scientific .,shanghai scientific instruments materials .,0
alvic sport kft,mz9 sports,0
pidilite .,sankhla,0
t.a . corporation pvt . .,h.a . enterprises,0
psa corporation,h m hennes mauritz india private .,0
bridgestone ncr,bridgestone neumaticos,1
dragon poland,dragon poland sp . z o.o . sp.k .,1
eazy .,qingdao crown .,0
dow chemical private .,dow chemical shanghai .,1
yk,eazy .,0
angel enterprise,sparton enterprises .,0
manger,kind attn manager,0
sager dolphin imp . exp . . .,shree bala ji imp . exp .,0
qrri .,new friends enterprises,0
paul bauder gmbh kg bochum plant,paul bauder gmbh kg stuttgart plant,1
dachser transport logistics,bonded logistics .,0
sumitomo rubber usa 10 sheridan,sumitomo rubber(hunan .,1
cne logistica eir,crowley logistics .,0
nenad trade,bholenath,0
pirelli neumaticos cv .,pirelli neumaticos cv boulev,1
isover saint - gobain,valley asphalt corp .,0
t.a . corporation pvt . .,al maitha,0
texxon chemicals .,al chem corporation,0
yokohama tire canada,yokohama tire corporation,1
basf corp .,basf pakistan .,1
psa corporation,continental sea s.a .,0
impresora y editorial cv,sorna,0
g.p . pvt .,sunflag nigeria .,0
suyen corporation,direct leisure,0
"ibaraki zeon kasei ,ltd .",zeon kasei .,1
qingdao qwg bonded logistics center .,otx logistics .,0
goutam enterprises,teamplay enterprises c.c,0
productos caucho y lona s.a .,prodicauchos ltda,0
reliance luxury fashion private .,reliance bally india private .,1
bridgestone huizhou tire .,bridgestone golf shenzhen .,1
ambica corp,southwest fabricators s r.l . c.v .,0
sumitomo rubber changshu .,sumitomo rubber usa,1
jay precision products india pvt . .,bata india .,0
alfanar electrical systems,sadeca systems s.l.u,0
dupont nutrition usa inc.c o ceva,dupont teijin films,1
pro expert tradin,4 u w.l.l,0
oec group chicago,inoac group north america,0
logistics .,shanghai prominent logistics .,0
mitsui .,mitsui canada,1
pirelli neumaticos cv boulev,pirelli neumaticos,1
teknik muhendislik yapi ve yalitim malzemeleri aluminyum ve plastik san . tic . a.s .,yalteks yalitim malzemeleri sanayi ve ticaret anonim sirketi,1
rasco bitumentechnic gmbh,rasco bitumentechnik gmbh,1
dongguan yu ming electric industry .,s,0
basf china . shanghai,basf corporation,1
goessl+pfaff,soprema alpiarca,0
ilg,k line logistics usa . .,0
jek engineering india,eia .,0
basf,basf turk kimya san . ve tic.sti,1
elbana tex . linen yarn fabrics,dff .,0
synthomer .,synthomer,1
bridgestone firestone venezolana c,bridgestone neumaticos,1
bridgestone tire,bridgestone india,1
arc products .,h&g polymeric products .,0
kyomex cv,monroe mexico cv,0
pirelli neumaticos argentina,pirelli neumaticos,1
. lile,mars textile,0
vohra chemical,b.c,0
ztt india private .,algol chemicals india private .,0
bridgestone india,bridgestone mexico s.a . c.v .,1
sika s a.,sika mexicana s.a . c.v .,1
oak tree enterprise .,laxdeep enterprises,0
kenda rubber .,pt . kenda rubber indonesia,1
pmi izolacja matizol s.a .,izolacja - matizol przedsiebiorstwo materialow izolacyjnych,1
bridgestone firestone venezolana,bridgestone tianjin tire .,1
jaime bosch b e hijos compania,m2,0
espar .,richard kraemer pferdesport,0
cube industrial corporation .,sihui jinfuyu industrial healthcare articles .,0
arlanxeo singapore pte . lt,arlanxeo,1
bridgestone brasil industria e comercio ltda,bridgestone tire,1
arlanxeo corp .,arlanxeo singapore pte .,1
v logistics .,solex logistics,0
bridgestone china research development .,bridgestone group,1
goldenplast,goldenplast spa,1
nizhnekamskneftekhim,nizhnekamsk,1
pirelli neumaticos cv .,pirelli pneus ltda,1
sumitomo rubber inds,sumitomo rubber usa,1
bridgestone ncr,bridgestone huizhou)synthetic rubber .,1
point,bando chemicals .,0
itg automotive safety components s.a c.v .,zf automotive brasil ltda,0
farmacap industria e comercio ltda,farmacap stria e com rcio ltda,1
soprema alpiarca,soprema s.a .,1
maxim chemicals shandong .,olympia chemicals .,0
ambiderm cv,m.b,0
maquinados industriales acu&a cv,tricab .,0
ryohin keikaku reliance india private .,reliance .,1
sika,sika lanka pvt .,1
basf turk kimya san.ve tic ltd.sti,basf corp .,1
andino pneus venezuela c.a .,audi ag,0
reliance clothing india private .,reliance bally india private .,1
bridgestone brasil industria e comenrcio ltda,bridgestone india pvt . .,1
kraton polymers shanghai .,kraton polymers,1
cota s.a .,dell costa rica,0
soprema s.a .,gestion soprema canada .,1
manifatture tecniche industriali,manifatture tecniche ind . srl,0
onduline polska sp . z o.o .,onduline plants/ onduline north america,1
bridgestone(shenyang tire .,bridgestone stargard sp zoo,1
bridgestone stargard sp zoo,bridgestone firestone mexico cv,1
jci logistics,qingdao xinye logistics .,0
aqualite private .,farida shoes private .,0
nasika products,dipped products .,0
freudenberg nok mexico cv,freudenberg nok componentes brasil ltda,1
pu lin chengshan shandong tire .,gmsa,0
e. sun commercial bank .,a.l .,0
klj polymers chemicals .,s,0
xiamen xin technology .,suzhou pinji electronic science technology .,0
alidot srl,arabian chemical,0
miss india pvt . .,covestro india private .,0
zhuhai toyo ink .,toyo trans .,1
sorna internationl,n j .,0
onur taahhut tasimacilik ve ticaret sti,tremco illbruck group gmbh,0
zeon asia malaysia sdn . bhd .,zeon corporation tse:4205,1
bridgestone mexico s.a . c.v .,bridgestone stargard sp zoo,1
zeon produtos quimicos brasil ltda,asa,0
alpha adhesives sealants,dragon poland,0
basf construction chemicals,basf corp .,1
iko,iko slovakia s.r.o .,1
fragmat,fragmat tim d.o.o .,1
brenntag australia pty .,brenntag colombia s.a .,1
molco sports srl .,paladin sports,0
thai lilly towel .,tag corporation,0
afton chemical industria aditivos ltda,afton chemical mexicosa cv,1
pirelli neumaticos argentina,pirelli pneus ltda,1
basf india .,basf .,1
daewoo corp .,posco daewoo corporation,1
franchescetti,johns mansville,0
acs,cavar peru sociedad anonima cerrada,0
safe tech,endurance technologies .,0
rubber designs,hindustan rubber,0
dupont mexico,dupont specialty products usa,1
paul bauder gmbh kg,paul bauder gmbh kg bochum plant,1
kumho,kkpc,1
sika corporation,sika kimia sdn . bhd .,1
w.a .,brx cargo logistics,0
basf .,basf peruana s.a .,1
dow chemical,dow chemical private .,1
pirelli neumaticos s.a.i.c .,pirelli pneus ltda,1
kumho petrochemical,ooo polimarket,0
ecu nv,united decoratives pvt . .,0
kkpc,kumho petrochemical . kose a011780,1
afi .,fca italy sp,0
tamat agricultural cooperative society .,asa,0
evonik corp .,evonik corporation c / o stockhausen,1
mti,india football federation,0
sto corp,composites tesco beijing technology .,0
dow silicones corp . plant,dow silicones corp .,1
zandur,mason,0
alob .,albany engineering textile hangzhou .,0
eastland compounders,eastland compounding,1
cikautxo mexico s rl cv,mwc mexico s rl cv,0
bridgestone india pvt . .,bridgestone costa rica s.a .,1
sumitomo rubber(hunan .,sumitomo rubber brasil ltda,1
eizo .,dongming acoustics fittings huizhou .,0
jsh . hk,intl trade shanghai .,0
soprema alpiarca,soprema polska sp . z o.o .,1
bostik,ooo bostik,1
seien rubber philippines .,poppies,0
bit - mat products indiana .,klink group,1
versalis pacific shanghai,versalis pacific shanghai,1
unity imp . exp .,crescent imp . exp .,0
plastics technology . shenzhen city,blue plastics s.a . c.v .,0
basf corporation,basf paper chemicals huizhou .,1
industrias proton limitada,asa,0
bridgestone costa rica sociedad anoni,bridgestone stargard sp zoo,1
basf .,basf turk kimya san ve tic.tld.sti,1
flex sol,flex?computing?(suzhou ? ? .,1
sumiriko brasil industria borr achas ltda,s r,0
paras polymers pvt . .,avneesha polymers . llp,0
emmeti sp,fisher controles mexico cv,0
basf,basf turk kimya san.ve tic ltd.sti,1
alfaraj general,euro,0
roop polymers .,mars,0
michelin shenyang tyre .,shanghai michelin warrior tyre .,1
mediterranean textile,trb,0
sika cambodia .,sika corporation,1
bridgestone(shenyang tire .,bridgestone neumaticos,1
sport life 2002 c.a .,way marine exporters fze,0
i.b .,olympia chemicals .,0
bridgestone huizhou tire .,bridgestone mexico s.a . c.v .,1
bridgestone china research development .,bridgestone tianjin tire .,1
michelin india technology center,michelin siam .,1
celanese materials mexico,celanese operations mexico s rl cv,1
kukje corp .,qingdao fengrun .,0
torcas corp sas,fei electrical connection device beijing .,0
bmi group services gmbh,general membrane s.p.a .,0
energy logistic pte . .,dahnay logistics canada,0
bridgestone brasil industria e comercio ltda,bridgestone americas tire,1
yalteks yalitim malzemeleri san . ve tic . a.s,teknik muhendislik yapi ve yalitim malzemeleri aluminyum ve plastik san . tic . a.s .,1
gps products .,gm wood products,0
c.o.i.m . s.p.a .,c.o.i.m . s.p.a . chimica organica industriale milanese,1
wam india pvt . .,lanya chemical india pvt . .,0
ssdn east africa .,acs cv,0
d samson pvt . .,faraz,0
bridgestone india,bridgestone stargard sp zoo,1
yokohama tire mfg . virgini,yokohama india pvt . .,1
trb,booster latam,0
decathlon sports india pvt . .,indaco sp,0
yokohama india pvt . .,yokohama tire corporation,1
total oil india limited,total oil india private limited,1
brenntag australia pty .,brenntag group,1
i.a . brothers,z.a . brothers,0
brenntag chile comercial e ind,brenntag colombia s.a .,1
basf,bdp basf imp .,1
bridgestone canada .,bridgestone brasil industria e comercio ltda,1
jama corporation pvt . .,c qaadir jamc husein,0
bdp basf imp .,basf corp .,1
arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,arlanxeo brasil,1
synthomer .,indian synthetic rubber private .,0
sika singapore pte . .,sika lanka pvt .,1
samson compands,cosvan ltda,0
foshan jie bei auto parts .,dsa,0
suzhou east timor fiber carpet .,mac carpets,0
michelin shenyang tyre .,michelin na asrc,1
fung,leather crafts . kunshan shiqianfeng,0
usa .,customer code 24000135,0
w.a .,atto abrasivess rl cv,0
sumitomo rubber(hunan .,sumitomo rubber usa 10 sheridan,1
lagan bitumen,pirelli tair russiia,0
jain rubber,morgan .,0
bright polymers,development polymers,0
aerospace b v,prosper .,0
fazal omer pvt .,trambak rubber .,0
special trade .,bnp paribas apac trade,0
synthomer .,synthomer uk .,1
birds enterprises,sahil enterprises,0
allog transportes internacionais ltda,global transport amsterdam bv,0
unique rubber technologies ltda,utc,0
parkash,al rashed tires,0
aplix,aplix,1
bdp basf imp .,basf chile s,1
oriental rubber private .,miura rubber wuxi .,0
a.l .,xiamen yuke plastic .,0
vanguard logistics services,djr logistics .,0
basf,basf colors effects usa,1
blk pty .,optibelt power transmission india pvt . .,0
mgi chemicals pvt . .,hitachi chemical mexico s.a . c.v .,0
gps products .,brasquimica produtos asfalticos ltda,0
bridgestone brasil industria e comercio ltda,bridgestone canada .,1
electro ark l.l.c,cosmos ..,0
bel .,hwa fong rubber ind,0
dow chemical,dow quimica mexicana cv,1
nanhai light industrial products imp . exp . . guangdong,psa corporation,0
sika lanka pvt .,sika pakistan pvt .,1
posco daewoo america corp .,posco daewoo corporation,1
goter s.r.l .,mcasphalt limited,0
soprema s.r.l .,soprema sourges,1
shanghai yinland industry development .,shanghai light industry textile group imp . exp . .,0
foshan nanhai giant exhibition rubber plastic .,guangzhou shijin rubber .,0
swan,shanghai yinland industry development .,0
reliance luxury fashion private .,reliance brands,1
bridgestone hosepower,bridgestone(shenyang tire .,1
mol logistics usa .,kerry logistics mexico s.a . cv,0
mitsuboshi belting phil corp,h.s .,0
banco economico calle ayacucho,comi,0
d. sadi,good rice spice,0
sanyhot adhesivos,servicom - spec,0
sika,sika singapore pte . .,1
cauchos vulcanizados colombia limitada cavucol limitada,s k .,0
db phils motorsports .,intl motors .,0
yokohama tire corp .,yokohama rubber .,1
w.a .,kuehne nagel . usa clt xz,0
johns mansville,soprema iberia s.l .,0
palmer .,surinaamse rubber en plastic,0
bank,hard industria e comercio ltda,0
michelin india private .,michelin india tamilnadu tyres private .,1
berg ind,risun vietnam member li,0
k.l corp .,mohammed shafiq alam shoe l,0
nypla . usa,dana industrias ltda,0
bahamas office school supplies,g b .,0
soprema iberia s.l .,soprema drummondville,1
bridgestone canada .,bridgestone hosepower,1
flex sol,nichirin flex u . s . . .,1
ft synthetics .,pharmaffiliates analytics synthetics p .,0
basf .,basf new zealand .,1
chowdhry,united leather,0
jayashree imp . exp .,fuzhou kang xin yuan imp . exp . . trade .,0
bridgestone costa rica s.a .,bridgestone india pvt . .,1
pirelli venezuela c.a .,pirelli pneus ltda,1
quanzhou dongmao imp . exp . .,fazano imp . exp .,0
paul bauder gmbh kg,paul bauder gmbh kg stuttgart plant,1
bharat electronics .,bharat enterprises,1
paul bauder gmbh kg bochum plant,paul bauder gmbh co.kg achim plant,1
trinseo europe gmb h trade register 20162359 tax d be0806160466,trinseo,1
sika india private .,sika kimia sdn . bhd .,1
sumitomo rubber brasil ltda,sumitomo corporation brasil,1
nashigandha polymers pvt . .,maharashtra polymers products,0
basf paper chemicals huizhou .,basf japan .,1
eih .,harbor freight tools,0
soprema alpiarca,gestion soprema canada .,1
zeon shanghai .,zeon shanghai)co . .,1
axel polymers,vidit polymers llp,0
yokohama americas,yokohama corp . north ameri,1
soprema drummondville,soprema salgareda,1
aci auto components,aim,0
doon gulf general fze,universal del peru s.a,0
bridgestone stargard sp zoo,pt bridgestone tire indonesia,1
balak sport cu,k. j.,0
total rumunia,total romania s.a .,1
samson logistics .,shenzhen shuntaicang logistics . .,0
posco daewoo america corp . toronto b,daewoo corp .,1
ace ag,aptiv services,0
kohinoor exp . imp . private .,speare pet private .,0
zhejiang materials industry chemical group .,dycon chemicals,0
basf pakistan .,basf,1
sumitomo corporation america,sumitomo corporation brasil,1
shenzhen shilin science technology .,wolfowitz shandong agricultural science technology .,0
kanteks invest,seinen,0
basf turk kimya san.ve tic ltd.sti,basf corporation,1
trp .,cinch connectors mexico cv,0
michelin shenyang tire .,michelin aircraft tire,1
mll,jamuna spinning mills .,0
m.b,brascola ltda em recuperacao judicial,0
zeon rim,zeon corporation tse:4205,1
contitech chile,contitech antriebssysteme gmb h,1
soprema polska sp . z o.o .,soprema sas,1
jx nippon oil gas exploration technical services corporation,nippon oil exploration u.s.a . limited,1
tacones moda mexico cv,pou chen mexico cv,0
sika,sika cambodia .,1
gummiwerk kraiburg gmbh&co.kg,"ooo""kraiburg",1
materias primas farmaceuticas y gestiones logisticas,hli logistics,0
bridgestone(shenyang tire .,bridgestone china research development .,1
eftec brasil ltda,ram,0
gigi pvt . .,urvi plastic,0
basf peruana s.a .,basf corp .,1
sika cambodia . warehouse,sika,1
sho,associated ceat kelani radials private .,0
bridgestone huizhou)synthetic rubber .,bridgestone golf shenzhen .,1
selasti sp,shanghai uniwell plastics .,0
zeon corporation,zeon produtos quimicos brasil ltda,1
cts corp .,saba,0
gates usa,gates corporation,1
productos industriales internacionales s.a . c.v .,pe mould industrial .,0
industria mecanica vogt s.a .,herval industria moveis colchoes espumas ltda,0
basf pakistan private .,basf .,1
bridgestone neumaticos,bridgestone canada .,1
bridgestone golf shenzhen .,bridgestone firestone venezolana c,1
lord india pvt . .,seal life india pvt . .,0
apar .,randall e comercio,0
basf india .,basf finlay pvt . .,1
bmi group services gmbh,carlisle coatings,0
evonik cyro,evonik cyro mobile,1
hay road road source material .,trp .,0
exxonmobil chemical americas po box 4549 houston,exxonmobil chemical,1
abb india .,dongguan changan xinjia shoes .,0
jas forwarding world wide .,jes forwarding,0
shams alzohor,automax,0
coalfields rugby,leslie rugby,0
basf peruana s.a .,basf bangladesh .,1
baid,saint gobain abrasives mexico,0
bridgestone group,bridgestone india automotive products private .,1
owens corning,owens corning ht .,1
bridgestone brasil industria e comercio ltda,bridgestone firestone brasil,1
hevea b.v .,heveachem,1
pigipada limited liability company,total polska,0
hai li yuan trade .,teng wo huaian trade .,0
basf japan .,basf bangladesh .,1
japan synthetic rubber,jsr bst elastomer,1
giti tire hualin .,giti tire mfg . usa,1
miller tire services,tireco .,0
yokohama corp . north ameri,yokohama americas,1
s k .,l.e . cooke,0
dow chemical,dow mexicana s.a .,1
bilt graphic paper products .,arc products .,0
brenntag chile comercial e ind,brenntag ecuador s.a .,1
usa .,dongguan yixin shoes material .,0
dow brasil sudeste industrial ltda,dow brasil industria comercio produtos quimicos lt,1
pro messe service gmb h,dlg service / s,0
craft multimodal ltda .,aim,0
afton chemical india private .,afton chemical hyderabad pvt . .,1
ram,zhejiang jimintang medical .,0
jx nippon oil gas exploration technical services corporation,jx nippon oil gas exploration corporation,1
dial textile pvt .,luff .,0
dance wear supplies .,ncm .,0
dipped products .,uniweld products,0
aplix,atab nv,0
pt bridgestone tire indonesia,bridgestone group,1
contitech chile s.a .,contitech antriebssysteme gmb h,1
sociedade michelin participacoes ind e comercio ltda,michelin group,1
arlanxeo,arlanxeo brasil,1
isover saint - gobain,saint - gobain isover austria gmbh,1
dsm xian da synthetic resin foshan .,shree ram synthetics,0
tribeking sports l.l.c .,hui xiamen sports equipment .,0
nogiedel enterprise,y generation enterprise,0
xiamen gulong imp . exp.co . .,upl .,0
basf corporation,basf finlay pvt . .,1
posco daewoo america corp .,posco daewoo america corp .,1
hestia laboratories .,w.a .,0
bridgestone brasil industria e comercio ltda,bridgestone hosepower,1
precision al jouzou priting,prapti,0
eia .,shanghai reway trade .,0
bridgestone neumaticos,bridgestone stargard sp zoo,1
marks spencer reliance india pvt . .,reliance brands,1
kumho,kumho petrochemical . kose a011780,1
eia .,huai'an huading shoes .,0
bridgestone group,bridgestone brasil industria comercio ltda,1
brenntag vietnam .,brenntag mexico s.a . c.v .,1
t.a . corporation pvt . .,pentaplast(suzhou specialty materials .,0
marseg srl .,d m sales marketing shanghai .,0
kraton polymers,kraton polymers brasil,1
brenntag ingredients .,brenntag vietnam .,1
sumitomo rubber inds,sumitomo rubber usa 10 sheridan,1
multiboard line industry llp,arvind industrials,0
colquimica,colquimica - industria nacional colas s.a .,1
pt sika indonesia,sika india private .,1
jowat se,"ooo""iovat",1
k flex usa,k flex india private .,1
contitech usa .,contitech fluid mexicana cv,1
tire .,pt . helie furniture indonesia,0
basf corp .,basf paper chemicals huizhou .,1
jindal saw .,india kawasaki motors pvt . .,0
basf japan . 6 10 1 roppongi,basf,1
evonik cyro,evonik corp .,1
sika,sika . vietnam,1
srf .,siri dairy india pvt . .,0
bridgestone stargard sp zoo,bridgestone tire,1
