name_1,name_2,is_duplicate
trinseo europe gmb h trade register 20162359 tax d be0806160466,trinseo europe gmb h vat d nl819885150 b01,1
sika,sika s a.,1
sumitomo rubber changshu .,sumitomo rubber(hunan .,1
contitech usa .,contitech india private .,1
zeon shanghai .,zeon corporation,1
ryohin keikaku reliance india private .,reliance retail .,1
kumho tire goergia .,kumho tire georgia .,1
zeon nano technology,zeon corporation tse:4205,1
petro - canada holdings bv,petro - canada energy north sea limited,1
kraton polymers nederland bv,kraton polymers .,1
synthomer c oterminal,synthomer srl,1
andaluza ligante bituminosos y betunes s.a .,andaluza ligantes bituminosos y betunes en liquidacion,1
thai bridgestone .,warren plant bato bridgestone,1
arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,arlanxeo singapore pte . lt,1
basf japan .,basf .,1
obo bettermann produktion deutschland gmbh co.kg,ooo obo bettermann,1
tuermerleim,turmerleim gmbh,1
bridgestone india pvt . .,bridgestone brasil industria comercio ltda,1
basf japan .,basf paper chemicals huizhou .,1
sumitomo rubber brasil ltda,sumitomo rubber,1
shanghai michelin warrior tyre .,michelin group,1
sumitomo bakelite nantong .,sumitomo rubber inds,1
arlanxeo brasil,arlanxeo corp .,1
dow chemical pacific,dow chemical private .,1
soprema alpiarca,soprema s.r.l .,1
basf .,basf japan .,1
bridgestone firestone mexico cv,bridgestone firestone argentina saic,1
bridgestone ncr,bridgestone firestone mexico cv,1
bridgestone firestone venezolana c,bridgestone india pvt . .,1
bridgestone canada .,bridgestone mexico s.a . c.v .,1
bridgestone ncr,bridgestone huizhou)synthetic rubber .,1
soprema s.a .,soprema salgareda,1
bridgestone india pvt . .,bridgestone firestone mexico cv,1
exel logistics warehouse,exel logistics .,1
contitech mexicana cv,contitech chile,1
vestas wind technology india private .,vestas wind technology china .,1
exxonmobil chemical americas 22777 springwoods village parkway,exxonmobil quimica ltda,1
ziylan taban sanayii ve ticaret anonim sirketi,ziylan taban san.tic.a.s .,1
bridgestone costa rica s.a .,bridgestone hosepower,1
bridgestone china research development .,bridgestone stargard sp zoo,1
soprema nv,soprema s.a.s .,1
sika corporation,sika cambodia .,1
showa rekisei,"showa rekisei ,ltd .",1
isoliererzeugnisse grossrohrsdorf gmbh,isoliererzeugnisse grobrohrsdorf gmbh,1
planika flex d.o.o,hansa flex usa,1
arlanxeo usa,arlanxeo corp .,1
synthos,synthos rubber,1
freudenberg nok pvt . .,freudenberg nok componentes brasil ltda,1
casali,casali spa,1
exxonmobil chemical asia pacific,exxonmobil chemical americas 22777 springwoods village parkway,1
soudal nv,ooo soudal,1
bridgestone firestone venezolana c,bridgestone group,1
thai bridgestone .,pt bridgestone tire indonesia,1
brenntag chile comercial e ind,brenntag chile comercial e industrial ltda,1
sociedade michelin participacoes indust e comercio l,michelin na asrc,1
vetus maxwell marine india pvt . .,maxwell,1
bridgestone india pvt . .,bridgestone neumaticos,1
bridgestone firestone brasil,bridgestone brasil industria comercio ltda,1
hilti aktiengesellschaft,zao khilti distrib'iushn,1
kontinental automotive prodakts srl,continental automotive .,1
synthomer . peachtree lenox bl bonded logistics 7320 statesville,synthomer,1
sika mexicana s.a . c.v .,sika corporation,1
sika cambodia .,sika,1
ravago group,ravago mfg . india private .,1
basf,basf bangladesh .,1
sodeks ag,sodex ag,1
sumitomo rubber usa,sumitomo warehouse usa . .,1
giti tire usa .,giti tire hualin .,1
bridgestone firestone mexico cv,bridgestone firestone brasil,1
fenner usa,fenner precision .,1
total petrochemicals france,total polska sp . z o.o .,1
basf turk kimya san.ve tic ltd.sti,basf .,1
bridgestone ncr,bridgestone brasil industria e comenrcio ltda,1
pt bridgestone tire indonesia,bridgestone brasil industria e comenrcio ltda,1
bridgestone group,bridgestone firestone argentina saic,1
arlanxeo,arlanxeo canada .,1
eurovia polska,eurovia polska s,1
brenntag peru s.a.c .,brenntag ecuador s.a .,1
michelin tyre plc,michelin espana portugal,1
pirelli pneus ltda,pirelli neumaticos,1
soprema canada,soprema s.r.l .,1
sunflag nigeria .,sunflag thailand .,1
hevea b.v .,heveachem,1
bridgestone mexico s.a . c.v .,bridgestone group,1
cts,cts corporation nyse cts,1
soprema gmbh,soprema salgareda,1
synthomer c oterminal warehouse,synthomer,1
iko,iko europe,1
basf .,basf china . shanghai,1
bridgestone firestone mexico cv,bridgestone huizhou tire .,1
basf new zealand .,basf corporation,1
posco daewoo america corp .,posco daewoo america corp .,1
bridgestone tire,shenyang bridgestone,1
martin asphalt,martin asphalt,1
bridgestone firestone brasil,bridgestone stargard sp zoo,1
bridgestone group,bridgestone mexico s.a . c.v .,1
reliance retail .,reliance commcl dealers,1
ooo khuskvarna,ooo khuskvarna,1
bridgestone tire,bridgestone india automotive products private .,1
ktn underwood arlanxeo usa,arlanxeo canada .,1
reliance .,marks spencer reliance india pvt . .,1
bridgestone firestone brasil,bridgestone china research development .,1
brenntag ecuador s.a .,brenntag chile comercial e ind,1
basf construction chemicals ua,basf . yeosu,1
sika cambodia . warehouse,sika s a.,1
exxonmobil chemical baytown chemical plant,exxonmobil chemical americas,1
ineos styrolution brasil polimeros ltda,ineos styrolution india .,1
safic alcan group,safic alcan italia sp,1
reliance luxury fashion private .,reliance clothing india private .,1
soprema iberia s.l .,soprema drummondville,1
bridgestone hosepower,bridgestone group,1
bridgestone tire,bridgestone india pvt . .,1
bridgestone stargard sp zoo,bridgestone china research development .,1
basf .,basf construction chemicals,1
paul bauder gmbh kg bochum plant,paul bauder gmbh kg stuttgart plant,1
indian synthetic rubber,isrl,1
bridgestone costa rica s.a .,bridgestone mexico s.a . c.v .,1
pirelli neumaticos,pirelli neumaticos s.a.i.c .,1
so.f.ter .,so.f.ter . s.r.l,1
bridgestone(shenyang tire .,bridgestone canada .,1
obo bettermann produktion deutschland gmbh co.kg/revival express chop ua,"ooo""obo bettermann",1
diesel fashion india reliance private .,reliance retail .,1
bharat polymers,bharat bijlee .,1
pirelli neumaticos s.a.i.c .,pirelli tyre .,1
bit - mat products,bit mat . products michigan .,1
michelin india technology center,michelin na asrc,1
bofer insaat aluminium san . ve tic . . sti,"ooo""boffer",1
basf pakistan .,basf corp .,1
celanese europe bv,celanese chemicals europe gmbh,1
manitou bf,ooo manitu vostok,1
dupont teijin films,dupont korea .,1
dow chemical pacific,dow chemical,1
delaval ab,zao delaval ',1
michelin research development center shanghai .,michelin tyre plc,1
bridgestone tire,bridgestone hosepower,1
reliance chemical products .,reliance spg mills .,1
liaoning north dynasol synthetic rubber .,dynasol,1
mitsubishi electric india pvt . .,mitsubishi chemical china commerce .,1
soprema polska sp z o o,soprema s.r.l .,1
total bitumen gmbh,total petrochemicals france,1
bridgestone firestone venezolana,bridgestone neumaticos,1
bridgestone group,bridgestone huizhou tire .,1
tetra pak,"ao""tetra pak",1
bridgestone hosepower,thai bridgestone .,1
bridgestone ncr,bridgestone tianjin tire .,1
soprema iberia s.l .,soprema s.r.l .,1
mondi,mondi styria gmbh,1
versalis americas .,versalis pacific shanghai,1
bridgestone brasil industria comercio ltda,bridgestone brasil industria e comenrcio ltda,1
huesker synthetic gmbh,"ooo""khiusker",1
pirelli neumaticos s.a . cv,pirelli tire,1
exxonmobil chemical baytown chemical plant,exxonmobil chemical americas po box 4549 houston,1
saint - gobain,saint - gobain isover austria gmbh,1
sumitomo rubber inds,sumitomo rubber,1
basf bangladesh .,basf corporation,1
ravago mfg . india private .,ravago group,1
trinseo europe gmb h trade register 20162359 tax d be0806160466,trinseo europe gmb h trade register 20162359,1
sumitomo rubber usa 10 sheridan,sumitomo warehouse usa . .,1
bridgestone huizhou tire .,bridgestone group,1
zeon corporation,zeon belts private .,1
power adhesives,power adhesives,1
pirelli tire,pirelli neumaticos s.a . cv,1
soprema alpiarca,soprema s.a.s .,1
bridgestone ncr,bridgestone americas tire,1
reliance retail .,reliance chemical products .,1
basf petronas chemicals sdn bhd,basf rus gmbh,1
evonik cryo,evonik cyro,1
lotte chemical corporation kose a011170,lotte versalis elastomers .,1
soprema s.a .,soprema iberia,1
bridgestone tianjin tire .,bridgestone brasil industria comercio ltda,1
fatih okce sanayi ve ticaret anonim sirketi,fatih okce sanayi ve ticaret a.s .,1
total polska,total polska sp . z o.o .,1
pirelli neumaticos,pirelli neumaticos s.a . cv,1
bitbau,bitbau dorr gmbh,1
ineos usa,ineos styrolution india .,1
pmi izolacja matizol s.a .,izolacja - matizol przedsiebiorstwo materialow izolacyjnych,1
michelin group,michelin north america canada .,1
red avenue new materials group tong cheng xin cai liao ji tuan gu fen xian gong si,red avenue new materials group . shse:603650,1
michelin siam .,michelin aircraft tire,1
total france arnay le duc,total polska sp . z o.o .,1
bridgestone group,pt bridgestone tire indonesia,1
pirelli tyre .,pirelli tire,1
reliance bally india private .,reliance clothing india private .,1
dynasol,liaoning north dynasol synthetic rubber .,1
sika s a.,sika thailand,1
bridgestone neumaticos monterreysa cv,bridgestone americas tire,1
reliance brands,reliance sibur elastomers pvt . .,1
yokohama rubber .,yokohama tire corp .,1
soprema alpiarca,soprema sourges,1
bridgestone india pvt . .,bridgestone huizhou tire .,1
m.holland,m. holland,1
soprema blonie,soprema oberrossbach,1
sumitomo rubber usa,sumitomo rubber changshu .,1
bridgestone ncr,bridgestone brasil industria e comercio ltda,1
afton chemical industria aditivos ltda,afton chemical mexicosa cv,1
dow chemical pacific .,dow chemical shanghai .,1
soprema alpiarca,soprema castellbisbal,1
auriquimica ltda,auriquimica ltda cnpj,1
basf construction chemicals ua,basf,1
basf peruana s.a .,basf paper chemicals huizhou .,1
bridgestone tianjin tire .,bridgestone tire,1
yokohama americas,yokohama tire corporation,1
adi salambo,adi commerce,1
paul bauder gmbh co.kg achim plant,paul bauder ag,1
basf india,basf finlay pvt . .,1
basf bangladesh .,basf peruana s.a .,1
basf corp .,basf finlay pvt . .,1
mitsui usa .,mitsui canada,1
mondi scunthorpe limited,mondi styria gmbh,1
michelin tyre plc,michelin shenyang tyre .,1
exxonmobil quimica ltda,exxonmobil chemical asia pacific,1
saint gobain india pvt . .,saint gobain canada .,1
dow silicones corp .,dow silicones corp . plant,1
hansa flex usa,nichirin flex u . s . . .,1
synthomer uk .,synthomer . peachtree lenox bl bonded logistics 7320 statesville,1
basf chile s.a .,basf,1
michelin na asrc,michelin aircraft tire,1
basf,basf turk kimya san . ve tic.sti,1
dow brasil industria e comercio produtos quimicos lt,dow brasil industria comercio produtos quimicos lt,1
michelin americas research,michelin tyre plc,1
giti tire mfg . usa .,giti tire mfg . l.t.d .,1
ravago,ravago,1
peretti bitumi,perretti petroli s.p.a .,1
brenntag vietnam .,brenntag ingredients .,1
michelin siam .,michelin research development center shanghai .,1
soprema iberia s.l .,soprema oberrossbach,1
kraton polymers,kraton polymers brasil,1
soprema iberia,soprema drummondville,1
pigipada ou,pigipada limited liability company,1
dow chemical private .,dow chemical pacific,1
bridgestone stargard sp zoo,bridgestone(shenyang tire .,1
jx nippon oil gas exploration myanmar limited,jx nippon oil gas exploration qatar limited,1
evonik cryo,evonik corp .,1
soprema s.a .,soprema grobbendonk,1
sika colombia s.a .,sika s a.,1
bridgestone(shenyang tire .,bridgestone tire,1
dow mexicana s.a .,dow chemical,1
bridgestone costa rica sociedad anoni,bridgestone group,1
contitech australia pty .,contitech usa .,1
jx nippon oil gas exploration sarawak,jx nippon oil gas exploration corporation,1
tuba taban,tuba termo kaucuk taban san . ve tic .,1
sumitomo corporation brasil,sumitomo industrias pesadas brasil ltda,1
basf construction chemicals ua,basf construction chemicals,1
kraton polymers japan .,kraton polymers,1
bridgestone group,bridgestone india,1
contitech mexicana cv,contitech australia pty .,1
aps paving stone,aps paving&stone,1
michelin siam .,sociedade michelin participacoes ind e comercio ltda,1
soprema alpiarca,soprema polska sp . z o.o .,1
bridgestone firestone argentina saic,bridgestone huizhou tire .,1
bridgestone ncr,bridgestone india pvt . .,1
basf chile s,basf finlay pvt . .,1
mitsubishi chemical,mitsubishi chemical performance,1
michelin shenyang tire .,michelin shenyang tyre .,1
pirelli pneus ltda,pirelli neumaticos,1
sumitomo rubber(hunan .,sumitomo rubber industriesusa,1
pirelli neumaticos s.a . c.v .,pirelli neumaticos cv .,1
warren plant bato bridgestone,shenyang bridgestone,1
pirelli neumaticos cv boulev,pirelli neumaticos,1
brenntag peru s.a.c .,brenntag chile comercial e industrial ltda,1
sumitomo rubber(hunan .,sumitomo rubber changshu .,1
bridgestone ncr,bridgestone china research development .,1
hp pelzer s.r.o .,ooo khp pel'tser rus,1
yokohama tyre,yokohama mfg .,1
brenntag australia pty .,brenntag colombia s.a .,1
bridgestone firestone argentina saic,bridgestone firestone venezolana c,1
sika lanka pvt .,sika singapore pte . .,1
bitumtec srl,bitumtec s.r.l .,1
bridgestone costa rica sociedad anoni,bridgestone firestone brasil,1
eni jr286 .,eni shipping . houston,1
arlanxeo,arlanxeo singapore pte . .,1
ravago group,ravago distribution,1
basf corporation,basf quimica colombiana s.a .,1
indian synthetic rubber pvt . .,indian synthetic rubber private .,1
owens corning,owens corning,1
k flex usa,k flex india private .,1
zeon europe gmbh,zeon corporation tse:4205,1
daewoo paper mfg.cd . .,posco daewoo america corp .,1
binex line corp .,binex line corp . vancouver,1
sika lanka pvt .,sika china .,1
trinseo,trinseo europe gmb h tax d be0806160466,1
sumitomo rubber usa,sumitomo rubber industriesusa,1
bridgestone canada .,bridgestone brasil industria comercio ltda,1
bridgestone neumaticos,thai bridgestone .,1
sika corporation,sika kimia sdn . bhd .,1
soprema sourges,soprema s.a.s .,1
giti tire mfg .,giti tire hualin .,1
iko sales,iko slovakia s.r.o .,1
total petrochemicals france,total polska sp . z o.o .,1
ply,ply .,1
jx nippon oil gas exploration technical services corporation,jx nippon oil gas exploration australia pty .,1
mishlen,michelin hungaria tyre manufacture,1
basf .,basf india,1
exxonmobil quimica ltda,exxonmobil asia pacific r d .,1
sumitomo corp . america,sumitomo corporation brasil,1
kumho petrochemical,kumho petrochemical . kose a011780,1
sumitomo rubber usa,sumitomo rubber north america .,1
kraton polymers,kraton polymers,1
yokohama mfg .,yokohama tire mfg . virgini,1
bridgestone huizhou)synthetic rubber .,bridgestone stargard sp zoo,1
pirelli neumaticos s.a . cv,pirelli neumaticos cv boulev,1
"ooo""el keramika","ooo""el keramika",1
total bitumen gmbh,total petrochemicals france,1
bulmarket dm,bulmarket dm .,1
trinseo europe gmb h tax d be0806160466,trinseo europe gmb h trade register 20162359 tax d be0806160466,1
bridgestone canada .,bridgestone ncr,1
eurovia cs,eurovia polska,1
sumitomo rubber industriesusa,sumitomo rubber north america .,1
paul bauder gmbh kg,paul bauder gmbh kg stuttgart plant,1
paul bauder gmbh kg bochum plant,paul bauder gmbh co.kg achim plant,1
reliance bally india private .,reliance brands,1
takata ag,ooo takata rus,1
bridgestone canada .,bridgestone tire,1
brenntag ecuador s.a .,brenntag ingredients .,1
soprema alpiarca,soprema sas,1
yokohama rubber .,yokohama mfg .,1
michelin india technology center llp,michelin india private .,1
contitech usa .,contitech antriebssysteme gmb h,1
helios kemostik tovarna lepil kemicnih izdelkov d.o.o,ooo khelios rus,1
michelin india technology center,michelin tyre plc,1
bridgestone neumaticos,bridgestone americas tire,1
pirelli neumaticos,pirelli neumaticos s.a . c.v .,1
warren plant bato bridgestone,bridgestone tire,1
wakol,wakol gmbh,1
basf auxiliary chemicals,basf chile s.a .,1
sika india private .,sika china .,1
sumika polymers north america .,sumika polymers north america,1
sumitomo warehouse usa . .,sumitomo rubber inds,1
exxonmobil chemical americas,exxonmobil quimica ltda,1
basf,basf china . shanghai,1
pirelli tire,pirelli tyre .,1
soprema polska sp z o o,soprema sas,1
industrias negromex,negromex,1
adi salambo,adi commerce,1
kuraray america .,kuraray mexico s. r.l . c.v .,1
michelin na asrc,michelin india technology center llp,1
total ceska republika s.r.o .,total romania s.a .,1
soprema iberia s.l .,soprema grobbendonk,1
pirelli tyre .,pirelli neumaticos cv .,1
soprema alpiarca,soprema drummondville,1
exxonmobil chemical americas po box 4549 houston,exxonmobil chemical americas 22777 springwoods village parkway,1
eurovia polska,eurovia vinci,1
sociedade michelin participacoes ind e comercio ltda,michelin na asrc,1
grisard,grisard ag,1
bridgestone brasil industria e comercio ltda,bridgestone tianjin tire .,1
giti tire hualin .,giti tire mfg . usa .,1
giti tire mfg .,giti tire mfg . usa .,1
michelin india technology center llp,michelin india technology center,1
soprema blonie,soprema gmbh,1
basf india,basf .,1
basf pakistan .,basf corporation,1
soprema nv,soprema s.r.l .,1
arlanxeo group,arlanxeo singapore pte . lt,1
brenntag ingredients .,brenntag group,1
dow chemical thailand .,dow chemical shanghai .,1
jx nippon oil gas exploration corporation,jx nippon oil gas exploration myanmar limited,1
ooo manders,ooo manders,1
michelin siam .,michelin tyre plc,1
pirelli neumaticos s.a . c.v .,pirelli neumaticos s.a.i.c .,1
biesterfeld gmb h,biesterfeld simko distribuicao,1
oao severomorskii al'ians,"rossiiskie morskie suda m-0251""nortern enterprais m-0344""morskoi briz oao""severomorskii al'ians",1
total bitumen *,total petrochemicals france,1
zeon chemicals l p,zeon corporation,1
total petrochemicals france,total rumunia,1
mondelez polska production sp.z.o.o,"ooo""mondelis rus '",1
bridgestone india automotive,bridgestone india pvt . .,1
basf corp .,basf .,1
bridgestone tire,bridgestone firestone mexico cv,1
bridgestone canada .,bridgestone group,1
sumitomo corporation america,sumitomo corp . america,1
contitech usa .,contitech transportbandsysteme gmb h,1
basf peruana s.a .,basf japan . 6 10 1 roppongi,1
pirelli neumaticos,pirelli pneus ltda,1
soprema oberrossbach,soprema gmbh,1
pirelli neumaticos cv boulev,pirelli tyre .,1
soprema grobbendonk,soprema soprema sas,1
leman usa . atlanta,leman usa,1
kraton polymers .,kraton polymers brasil,1
bridgestone costa rica s.a .,bridgestone neumaticos monterreysa cv,1
fc daewoo textile,posco daewoo corporation,1
bridgestone ncr,bridgestone stargard sp zoo,1
basf construction chemicals,basf construction chemicals ua,1
basf chile s.a .,basf china . shanghai,1
soprema sourges,soprema soprema sas,1
michelin india tamilnadu tyres private .,michelin tyre plc,1
arlanxeo singapore pte . .,arlanxeo group,1
kenda rubber tianjin .,kenda farben india pvt . .,1
bridgestone firestone argentina saic,bridgestone stargard sp zoo,1
sunflag nigeria .,sunflag thailand .,1
basf quimica colombiana s.a .,basf corp .,1
pt bridgestone tire indonesia,bridgestone firestone argentina saic,1
sumitomo rubber inds,sumitomo rubber brasil ltda,1
sumitomo chemical brasil representacoes limitada,sumitomo rubber brasil ltda,1
izobit hempro,hempro a.d . belex hmbg,1
adhesives research .,adhesives research .,1
bridgestone group,bridgestone india automotive,1
bridgestone huizhou tire .,bridgestone neumaticos,1
jx nippon oil gas exploration brasil ltda,jx nippon oil gas exploration technical services corporation,1
contitech transportbandsysteme gmb h,contitech antriebssysteme gmb h,1
ikea distribution services gmb h,ikea distribution service(shanghai,1
brenntag group,brenntag ingredients .,1
basf costa rica sociedad anonima,basf,1
basf,basf turk kimya san.ve tic ltd.sti,1
soprema alpiarca,soprema s.a .,1
soprema polska sp . z o.o .,soprema iberia s.l .,1
bridgestone firestone venezolana c,bridgestone firestone argentina saic,1
contitech chile,contitech usa .,1
izolacja jarocin,izolacja - jarocin spolka akcyjna,1
parker hannifin distribution center,parker hannifin canada division,1
arlanxeo brasil,arlanxeo,1
bridgestone group,bridgestone china research development .,1
total bitumen *,total rumunia,1
synthomer uk .,synthomer c oterminal warehouse,1
dsv air sea s.a . c.v .,dsv air sea .,1
bridgestone group,bridgestone costa rica sociedad anoni,1
arlanxeo group,arlanxeo brasil,1
flex sol,nichirin flex u . s . . .,1
esha,esha strasse gmbh,1
nexeo solutions europe b.v .,"ooo""nekseo soliushens rus",1
trinseo,trinseo,1
kraton polymers brasil,kraton polymers japan .,1
kraton polymers nederland bv,kraton polymers japan .,1
bridgestone brasil industria comercio ltda,bridgestone firestone brasil,1
michelin shenyang tyre .,michelin tyre plc,1
basf .,basf costa rica sociedad anonima,1
bridgestone firestone venezolana,bridgestone india pvt . .,1
eterna s.a .,eterna s,1
jx nippon oil gas exploration myanmar limited,jx nippon oil gas exploration corporation,1
sika,sika lanka pvt .,1
michelin shenyang tire .,michelin aircraft tire,1
orzel s.a .,orzel spolka akcyjna wse orl,1
japan synthetic rubber,jsr corporation tse:4185,1
toyo tire north america,toyo tire north,1
pavimental,pavimental s.p.a .,1
brenntag group,brenntag colombia s.a .,1
contitech australia pty .,contitech chile,1
bridgestone brasil industria comercio ltda,bridgestone tianjin tire .,1
paul bauder gmbh kg bochum plant,paul bauder gmbh kg landsberg plant,1
trinseo europe gmb h vat d nl819885150 b01,trinseo,1
basf india .,basf .,1
total bitumen *,total petrochemicals france,1
mitas tires north america,mitas a.s .,1
brenntag australia pty .,brenntag peru s.a.c .,1
mitsubishi chemical performance,mitsubishi chemical china commerce .,1
basf japan .,bdp basf imp .,1
pt bridgestone tire indonesia,bridgestone hosepower,1
dow chemical,dow chemical shanghai .,1
bridgestone india automotive,bridgestone india,1
sika,sika s.a . chile,1
yokohama india pvt . .,yokohama tire corp .,1
m.holland ccp,m. holland ccp,1
bridgestone ncr,bridgestone brasil industria comercio ltda,1
bridgestone tire,bridgestone huizhou tire .,1
posco daewoo america corp .,daewoo paper mfg.cd . .,1
bridgestone group,bridgestone ncr,1
bridgestone firestone brasil,bridgestone tire,1
pt bridgestone tire indonesia,bridgestone tianjin tire .,1
yokohama corp . north ameri,yokohama tyre,1
tecnofilm,tecnofilm spa,1
bridgestone neumaticos,bridgestone hosepower,1
bridgestone india,bridgestone firestone argentina saic,1
giti tire mfg . l.t.d .,giti tire usa .,1
soprema drummondville,soprema soprema sas,1
brenntag chile comercial e ind,brenntag peru s.a.c .,1
bridgestone canada .,bridgestone(shenyang tire .,1
arlanxeo corp .,arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,1
michelin aircraft tire,michelin siam .,1
bridgestone group,bridgestone neumaticos monterreysa cv,1
synthomer c oterminal,synthomer . peachtree lenox bl bonded logistics 7320 statesville,1
sumitomo industrias pesadas brasil ltda,sumitomo rubber industriesusa,1
pirelli neumaticos s.a . cv,pirelli neumaticos argentina,1
bridgestone tire,bridgestone tire,1
bridgestone costa rica s.a .,bridgestone americas tire,1
contitech transportbandsysteme gmb h,contitech usa .,1
bridgestone hosepower,bridgestone costa rica s.a .,1
arlanxeo singapore pte . .,arlanxeo corp .,1
paul bauder gmbh kg,paul bauder ag,1
bostik gmbh,ooo bostik,1
kraton polymers brasil,kraton polymers .,1
basf corporation,basf mexicana s.a . c.v .,1
bridgestone india,bridgestone brasil industria comercio ltda,1
soprema grobbendonk,soprema nv,1
safic alcan,safic - alcan polska sp . z o.o .,1
warden asphalt,warden asphalt,1
  alfagomma,alfagomma industrial spa,1
basf japan .,basf pakistan private .,1
bridgestone stargard sp zoo,bridgestone india automotive products private .,1
soprema s.r.l .,soprema sourges,1
thai bridgestone .,bridgestone hosepower,1
bridgestone india,thai bridgestone .,1
bridgestone neumaticos monterreysa cv,bridgestone mexico s.a . c.v .,1
afton chemical india private .,afton chemical hyderabad pvt . .,1
basf pakistan .,basf,1
iko europe,iko eu /all plants *,1
thai bridgestone .,bridgestone golf shenzhen .,1
bridgestone tianjin tire .,bridgestone firestone mexico cv,1
basf corporation,basf construction chemicals,1
trinseo,trinseo europe gmb h trade register 20162359,1
brenntag ecuador s.a .,brenntag colombia s.a .,1
bridgestone tire,bridgestone brasil industria e comenrcio ltda,1
bridgestone brasil industria e comenrcio ltda,bridgestone brasil industria comercio ltda,1
contitech chile s.a .,contitech india private .,1
zeon csc corporation,zeon corporation tse:4205,1
bridgestone firestone mexico cv,bridgestone tianjin tire .,1
bridgestone group,bridgestone huizhou)synthetic rubber .,1
bridgestone firestone venezolana,bridgestone golf shenzhen .,1
bridgestone canada .,bridgestone costa rica sociedad anoni,1
bridgestone stargard sp zoo,bridgestone india,1
bridgestone firestone brasil,bridgestone india,1
bridgestone china research development .,bridgestone group,1
saint gobain vietnam .,saint gobain canada .,1
achem technology dongguan,achem technology dongguan,1
evonik cyro,evonik corporation c / o stockhausen,1
bridgestone canada .,bridgestone firestone venezolana,1
bond europe,bond europe s.a .,1
bitbau,bitbau dorr,1
arlanxeo,ktn underwood arlanxeo usa,1
pirelli tyre .,pirelli venezuela c.a .,1
nordenia deutschland osterburken gmbh,mondi osterburken gmbh,1
pirelli neumaticos s.a . cv,pirelli neumaticos cv .,1
elastron kimya sanayi ve ticaret anonim sirketi,elastron kimya sanayi ve ticaret a.s .,1
pafra adhesives,pafra adhesives limited,1
soprema s.a .,soprema iberia,1
bridgestone ncr,shenyang bridgestone,1
kraton polymers .,kraton polymers shanghai .,1
bridgestone firestone brasil,bridgestone brasil industria e comercio ltda,1
bridgestone ncr,bridgestone group,1
basf costa rica sociedad anonima,basf . yeosu,1
mapei s.p.a .,zao mapei,1
m.f.p . michelin,michelin siam .,1
fragmat,fragmat tim d.o.o .,1
hikari glass h.k . limited,hikari glass,1
sumitomo rubber brasil ltda,sumitomo rubber usa 10 sheridan,1
sumitomo rubber brasil ltda,sumitomo rubber inds,1
thai bridgestone .,shenyang bridgestone,1
sumitomo rubber usa,sumitomo rubber usa,1
rogitex,rogitex .,1
pirelli neumaticos s.a.i.c .,pirelli neumaticos,1
puma energy espana,puma energy b.v,1
arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,arlanxeo brasil,1
arlanxeo brasil,arlanxeo singapore pte .,1
yokohama tyre,yokohama india pvt . .,1
bridgestone mexico s.a . c.v .,bridgestone costa rica sociedad anoni,1
brenntag chile comercial e ind,brenntag mexico s.a . c.v .,1
bridgestone brasil industria e comercio ltda,bridgestone group,1
synthomer .,synthomer uk .,1
bridgestone mexico s.a . c.v .,bridgestone india pvt . .,1
bridgestone brasil industria e comenrcio ltda,bridgestone tianjin tire .,1
basf china . shanghai,basf chile s,1
copernit s.p.a .,"ooo""kopernit k",1
michelin tyre plc,sociedade michelin participacoes indust e comercio l,1
bridgestone india automotive,bridgestone india automotive products private .,1
basf paper chemicals huizhou .,basf japan .,1
pbm bacarelli,p.b.m . polimer bitumen modifiers di leonardo baccarelli e c. sas,1
bridgestone brasil industria e comercio ltda,pt bridgestone tire indonesia,1
dunlop slazenger .,fenner dunlop americas,1
dow corning india pvt . .,dow corning 0178 cdw,1
soprema drummondville,soprema oberrossbach,1
sumitomo rubber,sumitomo industrias pesadas brasil ltda,1
soprema blonie,soprema sourges,1
bridgestone huizhou)synthetic rubber .,bridgestone group,1
bridgestone india automotive,bridgestone tianjin tire .,1
bridgestone india automotive products private .,bridgestone tianjin tire .,1
bridgestone neumaticos,bridgestone india,1
zeon corporation,zeon,1
basf india,basf corporation,1
basf india,basf india .,1
agilent technologies mfg gmbh shipping department,ooo adzhilent teknolodzhiz,1
sumitomo rubber brasil ltda,sumitomo rubber industriesusa,1
bridgestone canada .,shenyang bridgestone,1
bridgestone costa rica sociedad anoni,bridgestone canada .,1
bridgestone mexico s.a . c.v .,bridgestone stargard sp zoo,1
eni shipping . houston,eni jr286 .,1
sumitomo rubber industriesusa,sumitomo rubber(hunan .,1
general electric plastics italia srl,general electric plastics gmbh,1
brenntag ecuador s.a .,brenntag chile comercial e industrial ltda,1
trinseo,trinseo,1
soprema drummondville,soprema grobbendonk,1
bit - mat products indiana .,bit mat . products michigan .,1
sika lanka pvt .,sika pakistan pvt .,1
bridgestone india pvt . .,bridgestone india automotive products private .,1
pirelli pneus ltda,pirelli neumaticos s.a.i.c .,1
eurovia czechy,eurovia polska s,1
"ooo""vertikal ' sport","ooo""vertikal ' sport",1
jsr bst elastomer,.,1
contitech india private .,contitech antriebssysteme gmb h,1
kraton polymers,kraton polymers japan .,1
dow brasil industria e comercio produtos quimicos lt,dow silicones corp .,1
sociedade michelin participacoes indust e comercio l,michelin tyre plc,1
